text,value
"सच कहा आपने  केजरीवाल  को बड़े-बड़े मूर्तियां बनाना चाहिए था बगीचा खोलने चाहिए थे मोदी मायावती जैसा काम करना चाहिए था जनता के लिए काम करना बेवकूफी है सच्चा नेता वो है जो लोगों को आश्वासन देता रहे 
पेट मारने वाली नेता अच्छे होते हैं
 ना खाऊंगा ना खाने दूंगा 
ना करूंगा ना करने दूंगा  https:// twitter.com/BebakAawaj/sta tus/1189545249980346368   …",0
ये भड़ुवे वही है जो किसी शांतिदूत की पिटाई हो जाती है तो  रंडी  रोना शुरू कर देते...कमलेश तिवारी की नृशंस हत्या पर मुँह से दही जमाये बैठे है।  pic.twitter.com/1O8P8FAfd2,1
"रंडी  तु एक काम कर, अपने ऊपर ३.५ लीटर केरोसिन डाल लो और किसी भले इंसान को कहो कि वो एक जलती हुई तीली तुम पर डाल दे.",1
"मूल्यवान दोस्त के साथ संबंधों को मजबूत करने के उद्देश्य से महत्वपूर्ण यात्रा की शुरुआत: सऊदी अरब की यात्रा पर प्रधानमंत्री  मोदी 
 https://www. indiatoday.in/india/story/pm -modi-arrives-saudi-arabia-for-2-day-visit-1613546-2019-10-29   …  via NaMo App pic.twitter.com/cLqytwezgc",0
"@जब तक यह हिन्दू मूसलम करेंगे , देश की बात ना कर फिजूल का पाकिस्तान कभी श्री लंका करेगा , देश की समस्या नही बताएंगे वो कोई भी हो उन्हें मिलेगी गाली
@sardanarohit   तेरी  गाँड़  में सरिया तोडूं साले रंडवे",1
विधानसभा चुनावों के नतीजों के बाद पीएम  मोदी  ने किया कार्यकर्ताओं को संबो...  https:// youtu.be/ZbwPNW895eo    via @YouTube,0
वो खड़े खड़े मार कैसे खा रहा इतना डर  बहनचोद  को मार के साले की चमड़ी छिल लेनी थी कुत्ते की,1
जैसे  मोदी  सफल है क्योंकि वो दोगले हैं जबकि राहुल नहीं क्योंकि वो साफ छवि के ईमानदार नेता हैं।,0
"इस डाटा टाइमलाइन को सेव कर लीजिये 

पहली खबर: आज से कुछ दिन पहले खबर आती है कि इसराइल स्पाई  वेयर के द्वारा व्हाट्सएप पर जासूसी की जा रही है व्हाट्सएप और   सरकार  दोनों इस बात से इंकार कर देती है लेकिन व्हाट्सएप ने आज...  https://www. facebook.com/n.s.raut/posts /10214711056397982   …",0
"मोदी  जी
जो आप के सांसदों ने गांव गोद में लिया था उसका हाल क्या है?

100 नहीं 2 4 स्मार्ट सिटी दिखा दो?

कितना काला धन आया वही बता दो?

भ्रष्टाचार पर कितना लगाम लगा वही बता दो?

किसानों की आय ही बता दो?

रोजगार के आंकड़े ही बता दो?

महिला सुरक्षा के आंकड़े बता दो?

कुछ तो बताओ ",0
केजरीवाल  की जगह अगर मोदी जी ने महिलाओं के लिए बस यात्रा फ्री करी होती तो यकीन मानो ये न्यूज चैनल वाले बसों मे घूम घूम के प्रचार कर रहे होते ,0
"उर्दू को अपनी  गांड  में घुसा,, तू हो जा यंहा से दफा,,,",1
"कोनसी लगी लाल के हरि ।।मिर्ची 
सालो तुम करो तो कर्म ओर हम करे तो कुकर्म  बहनचोद ।।।
तुम्हारे घर मे मा बहन नही है क्या।।ओर न्यूज़ वालो को थोड़ा पेसा खिलाओ सब बंद हो जाएगा ।।।
कुत्ता साला । न्यूज़ वाले तो तुम्हारी जेब मे बैठे हैं",1
गांड  होता he यू बुद्धहु मेक्स,1
टिकिट के लिए कपिल मिश्रा  गांड  तक मरवा लेगा,1
तेरे को तो  भोसड़ी  के सभी मुसलमान बेगुनाह लगते हैं जिस दिन तेरे घर के अंदर घुस कर तेरी बीवी बच्चों को मारेंगे ना उस दिन  तुझे समझ में आएगा चुतिए ...,1
"मोदी  जी ने इतना विकास किया है की अब देश की जनता (अर्थात हम-आप) आराम से बुलेट ट्रेन में लेटकर सफर कर रही है, जुमलेबाजों की सरकार जुमलेबाजी से बाहर निकलर अब देश की गरीब जनता के बारे में भी सोचना शुरू करे, जनता ने वोट विकास के लिए दिया था विनाश के लिए नही दिया था।  जय हिन्द",0
चिकना नही  चूतिया,1
सोनिया गांधी बोलीं- RTI बिल को कमजोर कर रही है  मोदी  सरकार  http:// dlvr.it/RHKxCG   pic.twitter.com/4o7H2b4hw8,0
तू एक  रंडी  की तरह बातें कर रही है। इस पेशे में तू अच्छा फल फूल रही है।,1
विपक्ष को खुश होना चाहिए कि वह जो नहीं कर सकी.चलो  मोदी  सरकार ने कर दिखाया.पूर्व प्रधानमंत्री श्री पी वि नरसिम्हा राव ने अटल जी से कहा था कि वह परमाणु परिक्षण नहीं कर सके हैं.आप यानी अटल जी यह काम जरुर करें.यह होती है देश हित की राजनीति.,0
"मुल्ले मुल्लो को नही हिन्दु को मारते हे...  

तु तो मौलाना हे... 

तु क्यु डर रहा हे मुल्ले... 
#पैगंबर_बलात्कारी_है  #पै_GAY_म्बर  #पैगम्बर_ मादरचोद _हे  #पैगंबर_आतंकी_है 

#पैगम्बर_की_माँ_का_भौसडा    मे इसकी कडी निंदा करता हु... https:// twitter.com/AcharyaPramodk /status/1185757433622196224   …",1
केजरीवाल  के पदचिन्हों पर चल रहो हो। औरंगजेब उत्तर प्रदेश नहीं है।कार सेवकों के हत्यारे को लोग चुनेंगे।वहां हिन्दुत्व है। जेहादी मानसिकता के लोग बहुत कम है।,0
पड़ ले मुल्ली और तू कही से भी 1 बाप की औलाद नहीं लगती और तेरे जैसी  रंडी  ही हमारे समाज पे कलंक है ।  pic.twitter.com/DfO6MPuw4C,1
मादरचोद तेरी औकात क्या है रे भिखारी जो इंडिया के बारे में गलत बोला बेटी चोद दो कौड़ी की औकात है तेरी और बात करता है अमीरो वाली और सुन रे  बहनचोद  फैल वही होते हैं जो कोशिस करते है तुझे तो फैल होने का भी नसीब नही है मुल्ला मादरचोद रंडी के कीड़े,1
"तेरी  गांड़  मारी उसका पैसा था
मादरजात",1
"यह  मादरचोद  सिता पर गलत टिप्पणी कर रहा हैं।

इसे कोई बताए की इस्लाम में लोग अपनी हवस मिटाने के लिए बेटी को नहीं छोड़ता हैं 
साथ बकरी,मुर्गी,कुत्ती,गधी किसी को नहीं छोड़ते 
और बोलते इस्लाम को मजबूत बना रहे हैं।

यह लोग कभी भी आतंकवाद, बलात्कार, हत्या का विरोध क्यो नहीं करते....?",1
"मेरा जूता लाव रे कोई इस साले @KapilMishra_IND  के  गांड  में खुजली हो रहा है
#boycottbrahaman 
#IStandWithKapilMishra pic.twitter.com/WFKEgivzyp",1
"दिल्ली में तो  केजरीवाल 
दिल्ली में महिलाओं के लिए बस का सफ़र मुफ़्त करने वाले @ArvindKejriwal  जी ने खुद डीटीसी बस में सफर किया।

#दिल्ली_कि_मलिक_जनता 

फिर क्या हुआ? वो आप खुद देखिए pic.twitter.com/M4cySXFvfA",0
"रोजाना एक रुपये से भी कम में  मोदी  सरकार दे रही है दो लाख का इंश्योरेंस, फटाफट उठाएं लाभ  https:// bachatkar.com/%e0%a4%b0%e0%a 5%8b%e0%a4%9c%e0%a4%be%e0%a4%a8%e0%a4%be-%e0%a4%8f%e0%a4%95-%e0%a4%b0%e0%a5%81%e0%a4%aa%e0%a4%af%e0%a5%87-%e0%a4%b8%e0%a5%87-%e0%a4%ad%e0%a5%80-%e0%a4%95%e0%a4%ae-%e0%a4%ae%e0%a5%87/   … pic.twitter.com/viRGsehhL6",0
"तेरी अम्मा फातिमा की चूट साले 
तेरी ऐशा बीबी की  गांड़  में मेरा लन्ड",1
"# वादा  पूरा करो  सरकार 
1 नवम्बर 2019 को संविलियन कर समस्त संविलियन से वंचितों को संविलियन का सौगात देवे विनम्र निवेदन।
जय संविलियन
#संविलियनकरोसरकार",0
केजरीवाल  जी फेकू नहीं है जो कहते है वो करते है। ये बात अंध भक्त नहीं समझ पाएंगे।,0
"जब सरदार वल्लभ भाई पटेल 500 से ज्यादा रियासतों के एकीकरण के भगीरथ कार्य के लिए निकले थे, तो यही वो चुंबकीय शक्ति थी, जिसमें ज्यादातर राजे-रजवाड़े खिंचे चले आए थे।
सरदार पटेल जब एकता का मंत्र लेकर निकले, तो सभी उसकी छत्रछाया में खड़े हो गए: पीएम श्री नरेन्द्र  मोदी  #RunForUnity pic.twitter.com/42rFBfqAHx",0
"ओए  मादरचोद ,
अपने घर का पता बता साले हलाला की औलाद।
घर में घुसकर कर तेरी अम्मी का हलाला करूंगा
चल पता दे अपना",1
अगर  मोदी  सरकार ने यह लागू नहीं किया तो आप  क्या करेंगे?,0
"# गाँधी_संकल्प_पदयात्रा_राजसमन्द ।
यशस्वी प्रधानमंत्री नरेंद्र जी  मोदी  के आव्हान पर देश भर में आयोजित सांसद ""गाँधी संकल्प पदयात्रा "" का स्थानीय एवं वार्डवासियों द्वारा स्वागत अभिनंदन।  pic.twitter.com/it0HIkIYhp",0
देश मेँ मंदी नही होती गर तुम जैसी  रंडी  नही होती !,1
"सरकार  कह रही है ऐसा कुछ हुआ ही नहीं,q सब नियंत्रित है..
 अब कभी चोर ने कहा है, मैंने चोरी की...",0
"कान फाड़कर सुन लो

 मोदी  अकेला नहीं है...

उसके पीछे अनपढ़, गधे, जाहिल, तलवे चाटने वाले चमचे और आंतकी गद्दारों का पूरा मेला है।",0
"Bsdk तू महा  चूतिया  है,,,भक्त माधरचोद तेरे बाप का था क्या बे,,अपनी माँ मत चुदा,,गरीबो का था bc तू अँधा ही बना रह माधरचोद,,,",1
ओए  बहनचोद  ये आखिर है क्या ?,1
"गंदाधुंध मे २७ से ३५ % पुराली की भागीदारी हरियाणा_पंजाब से तो बाकी ६५% मे  केजरीवाल  की भागीदारी बनती है !

 केजरीवाल  जी बताओ आपने 5 सालो मे क्या किया ?

NKSRana  pic.twitter.com/MJ29s6Jfp6",0
"लगता हे तेरी अम्मी ने जरूर किसी मुल्ले से 786 बार हलाला कराया होगा। 

क्यो बे  रन्डी  के।",1
"बहुत हुई #महंगाई  की मार अबकी बार मोदी  सरकार 
 
ये नारा बहुत ही #मस्त  था 
",0
अरविंद  केजरीवाल  की जगह अगर बसों का किराया नरेंद्र मोदी ने फ्री किया होता तो न्यूज़ चैनल वाले 6 महीने तक बस में ही बैठे रहते,0
"यह क्या 2014 के बाद हुआ है, बँगाल में अपनी दीदी को बोलो। जरा जोर से आवाज उठाओ, आन्दोलन करो। मोदी  करे सब काम, हम तो अपनी जात वालो को ही वोट करेंगे।पंद्रह वर्षो तक  मोदी  को प्रधानमंत्री बनाओ, यह सारे प्रश्न हल हो जायेंगे",0
"मिडिया के दल्ले भी खुन से लाल हुआ कश्मीर
ब्रेकिंग न्यूज नहीं बनाया यही किसी विपक्ष का राज्य होता जहां भाजपा की  सरकार  की हद नहीं होती
तब मिडिया और दल्ले एंकर का तांडव देखते  https:// twitter.com/BhootSantosh/s tatus/1189414550145101824   …",0
अरे  बहनचोद  इनसे बात कौन करना चाहता है,1
"देखा गुरु पटाखा जमकर फोड़ा
एक दिन में कोई प्रदूषण न होई और जे भाषण पेले उसके  गांड  के नीचे रखकर फोड़ा..BC

और360दिन है ना साल के प्रदूषण रोक लेंगे.BC

नये साल वाले दिन तो पूरे विश्व में पटाखा बजेला
तब इनसे प्रदूषण नही दिखता कुछ नही बस हमारी त्यौहार से प्रॉब्लम है इनको.BC

बनारस...",1
इस मादरचोद ओवैसी भड़वे से पूछो कि मोदी जी ने जितना भी स्कीम इस भारत देश में चलाया है क्या ये  बहनचोद  दौगले मुसलमानों ने उस स्कीम का फायदा नहीं उठाया है? साले रंडी के जने जिस माँ के कोख से जन्म लेता है उसी माँ का बिस्तर भी गर्म करने से बाज नहीं आता है।,1
"यादव मरा तो यादव था,
दलित मरा तो दलित था,
लेकिन तिवारी मरा तो हिन्दू था,
चूतिया समझा है का  भोसड़ी  के ?",1
"रंडी  tv और इसके फॉलोवर देश द्रोही रंडो को,यूरोपीय सांसदों के कश्मीर जा कर भारत सरकार के निर्णयों और व्यवस्थाओं की तारीफ करना पसंद नही आ रहा है?? इन्हें isis के कारिंदों का कश्मीर आगमन ज्यादा पसन्द हैं?इतिहास...  https://www. facebook.com/10000620809416 9/posts/2447964345420478/   …",1
राजन का सीतारमण को जवाब: मैंने सबसे अधिक काम तो BJP  सरकार  के अधीन ही किया  https://www. livehindustan.com/national/story -raghuram-rajan-replies-nirmala-sitharaman-i-worked-majorly-under-bjp-government-2824996.html   …,0
पडोसी की बहन की उसी के घर में  गांड  और चुत मारी || दर्द हो रहा है मेरी  गांड  में धीरे धीरे छोड़ो  http:// xv.musz.info/%e0%a4%aa%e0%a 4%a1%e0%a5%8b%e0%a4%b8%e0%a5%80-%e0%a4%95%e0%a5%80-%e0%a4%ac%e0%a4%b9%e0%a4%a8-%e0%a4%95%e0%a5%80-%e0%a4%89%e0%a4%b8%e0%a5%80-%e0%a4%95%e0%a5%87-%e0%a4%98%e0%a4%b0-%e0%a4%ae%e0%a5%87-2/   …,1
"प्रधानमंत्री  मोदी  जी ने सरदार पटेल जी की प्रतिमा पर श्रद्धांजलि किया अर्पित।
   http://www. bbc-news.in  ",0
ब्यूरोक्रेसी और सिस्टम आज दो ऐसे शब्द बन गए हैं जो अपने आप में नेगेटिव perception बन गया है। आखिर ये हुआ क्यों? जबकि अधिकतर अफसर मेहनती भी हैं: पीएम  मोदी   pic.twitter.com/ftS9Cz1LDj,0
"नमन कोठारी बंधु  

30 अक्टूबर 1990 से 2 नवम्बर 1990 तक उत्तर प्रदेश पुलिस के गोली से अयोध्या में अनगिनत निहत्थे कारसेवकों को तत्कालीन मुलायम  सरकार  ने मौत के घाट उतार दिया था, 2 नवम्बर को हुतात्मा हुए कोठरी बंधु सहित सभी कारसेवकों को श्रद्धापूर्वक नमन् 
@craziestlazy  
@Avnijesh pic.twitter.com/9wmUquXLbo",0
"अरे  भोसड़ी  के ठुम जातिवाद पर ही अटके रहने चादरमोदो 
तुम्हाई अम्माओ का घोसला",1
"बगदादी को पकड़ने में मददगार बेल्जियन मेलिनोइस डॉग दिल्ली पुलिस के पास भी हैं,  केजरीवाल  बच कर रहियो
@ArvindKejriwal",0
"लड़की:- सुन  बहनचोद .. 

लड़का:- बोल.. बहन!  

लड़की:- 

",1
"भाजपा  मोदी  सरकार का एक ""टुचिया"" मंत्री @PrakashJavdekar  से काफी उम्मीदें थीं।

बेहतर होगा अब कोई इन्हें ""बार"" ने काम दे दे। pic.twitter.com/hly2Mrqarw",0
"तू बना ले अपना जीजा।
मुझको बना ले।
बीरपाल कू बना ले अपना फूफा।
या एक काम कर चिंटू कू बना ले।
हथियार भी पैना कर रखा है हमने तो।
बना ले  भोसड़ी  के अपना जीजा हमे।",1
"लगता है वह उसने  टट्टी कर ली है इसलिए खड़ी नहीं हो रही... 

क्या कोई पीरियड वाली लड़की कभी मूवी देखने जाती ही नहीं। .. 

इतनी  गांड  फटी थी तो मूवी क्या जख मरने के लिए देखने गयी थी 

और ये पीरियड में कम्पनी कैसे देते है ये बता दे",1
"धर्म नही है >>>>>  रंडी  खाना 
",1
"जे मेनन तु  चुतिया  है, अक्ल का अन्धा है और आधी अधूरी जानकारी रखता है । ये वीडियो देख और देख की 8:20 पर ट्रम्प क्या बोल रहा है ... कुत्ता ही बोल रहा है । दरअसल झूठ तो तुम पाकिस्तानीयो के खून मे है इसिलिए तुम हरामियो को दुनिया झूठी दिखती है ।",1
"असभ्य-शिक्षित बनाम सभ्य-शिक्षित  
योगी और  केजरीवाल - दो चेहरे
एक रंडवा सन्यासी और दूसरा विवाहित गृहस्थ
एक ने राम के स्वागत में 133करोड़ दीये जलाने
पर फूंक दिए
दूसरे ने 140करोड़ का इंतजाम कर दिल्ली की 
करीब 14लाख महिलाओं के लिए 5महीने की
मुफ्त बस यात्रा का इंतजाम किया। 
महान कौन?  pic.twitter.com/2TuYh9uDNF",0
अखण्ड भारत के रास्ते का रोडा् और आतकबाद के जनक धारा  370 के खात्मे  पर देशवासियों और  सरकार  को हार्दिक बधाई!,0
"य चमन  चूतिया  है भाई साहब 
इस को पैदा कर के मा बाप भी पास्ता रहे होंगे",1
आदरणीय मुख्यमंत्री योगी आदित्यनाथ जी यूपी देश का सबसे बडा राज्य हैं। बीजेपी  सरकार  होने के बावजूद बेसिक स्कूलो मे 11हजार से कम खेल व शारीरिक शिक्षक अनुदेशक हैं जो कि प्रशिक्षित (बीपीएड) हैं।,0
"सुनने में आया है कि ममता ने जानबूझ कर बं*गाली हिंदुओ को म* रवाया है... 
कश्मीरी फिजा को बदनाम कर के बंगाल में कठ** मु* ल्ला साम्राज्य को फिर से बनाने की साजिश है... 
 केजरीवाल  से बोलो इसकी भी जांच करवाये..",0
अपने चौकीदार साहेब और कौन! Howdy  मोदी  !,0
मोदी  के भाषण के दौरान हिरासत में लिए गए कई आदिवासी  https:// bbc.in/2BZRquw  ,0
"मुझे कोई फर्क नही पड़ता ईस वीडियोसे, फर्क उन्हें पड़ेगा जिन्होंने इन जैसे धोकेबाज नेता हो वोट करके अपना बड़ा वाला  चुतिया  कटवाया है ।   https:// twitter.com/Dchautala/stat us/1126102425109180418   …",1
चुतीया  है ये चौथी फेल,1
"तेरे न मानने से मेरा एक झांट भी बांका नही हो सकता ।
तू अपने  वाले को ही मना भोसड़ी के ।
तेरी जरूरत भी नही है  चुतिया  साला",1
"भक्त लगते हो 
और में भक्तो को  चूतिया  बोलता हूं",1
"तेरा जैसा जैसा कांडा के ना रे  मादरचोद  हम अपना आंडा मे बांध के रखते है
",1
"84% प्रतिशत 'हिन्दुओ' को 14% मुसलमानों का डर दिखाकर 
99% भारतीयों को लूटने की और  चुतिया  बनाने की कलाबाजी चल रही है देश मे",1
अबे  भोसड़ी  के।कंडोम वाले अपने घर प्रचार कर।अगर तेरे बाप ने लगाया होता न तो तू ये ट्वीटर पर धर्म का खेल नही खेल रहा होता।तेरे बाप ने गलती कर दी।उन्हें बोल पहले के पापा मुझे पैदा क्यो किया कंडोम लगा लेते।अपने पापा को कंडोम के बारे में पता है पहले पूछ लेना।तेरे जैसे चूतिये पैदा न हो,1
"गरीब कौन है??? 

तेरा बाप !!! 

 भोसड़ी  के पलटू राम तू गरीब किसको बोला रे हरामी",1
भड़वी डीटीसी ने डीटीसी मे  अनपढ़ कन्डक्टराे की भर्ती पैसे ले ले के कर ली जिनकाे टिकट मशीनतकचलानेनही हैमशीन हाेनेकेबावजूद सालेसब मैन्युअल टिकट फाड़ते है डेल्ही मेट्राे कार्ड से कन्डक्टराेकाे टिकटकाटने नही आतामशीन खराबका  रंडी  राेनाहमेशा रहता है या ये रेवन्यू चाेरी का काेई तरिका है  https:// twitter.com/Gupta_vijender /status/1186516292620013568   …,1
"लोहमानब सरदार और लोहमानबी इंदिरा दूनो ही कांग्रेस प्रेसिडेटं थैं।
लेकीन चूंकि इंदिरा ने पाक और अमरिका को धूल चटायें थीं, ईसलीए  मोदी  ने इंदिरा को अपमान करने वास्ते सर्दार को कर रहे है स्तिमाल?
*भारत को बस्टार्ड कहनेवाले किसिगांर की कर रहे है खातिर??
#भारत_शर्मसार   https:// twitter.com/sardanarohit/s tatus/1189852526830481408   … pic.twitter.com/D6qhwCnEol",0
अरविंद  केजरीवाल  की जगह अगर बसों का किराया नरेंद्र मोदी ने फ्री किया होता तो न्यूज़ चैनल वाले 6 महीने तक बस में ही बैठे रहता।।,0
कश्मीर को आंतरिक मामले से अपग्रेड करके अंतराष्ट्रीय मामला बनाने के लिए  मोदी  जी धन्यवाद के पात्र हैं?  https:// twitter.com/AshishSinghLIV E/status/1189864677905457152   …,0
खूंखार आतंकी कहने में पश्चिमी हिजड़े मीडिया वालों की  गांड  फटती होगी। डरते हैं साले कही पेल न दें। कायर हैं साले।,1
देश की आर्थिक सामाजिक और सुरक्षा के हालात खतरनाक हो रहे है यह बात से तो एक निष्पक्ष विचारधारा वाला व्यक्ति ही समझ सकता है लेकिन अंध भक्तों को नहीं दिखता उन्हें  मोदी  देखता है चाहे देश कितना ही रसातल में क्यों न चला जाए आगे आने वाले वक्त की कसौटी से गुजरना होगा  https:// twitter.com/sanjayprajapat 2/status/1189858303393718273   …,0
भोसड़ी  के पप्पू मूत्र सेवन करोगे तो यही बिचार आएगा,1
"केजरीवाल  की जगह अगर बसों का किराया महिलाओं के लिए

मोदी ने फ्री किया होता तो गोदी मिडिया 6 महीने तक बस में बैठकर गाना गाते रहते।
@sardanarohit  
@AMISHDEVGAN  
@RubikaLiyaquat  
@SwetaSinghAT  
@manakgupta  
@aajtak  
@ABPNews  
@JAGDEESHGUPTA8  
@atuldubey891",0
हा हा या बचपन से ही झेंपू स्वभाव का राहुल गांधी कैसे बना विश्व प्रसिद्ध  चूतिया ?,1
"पी.एम.  मोदी  जी जो कहते है जो शौचते है ईस मे मानवीय द्रष्टी कोण की और शुद्धत्व की विशाल भावना होती है। ईस की पुरे विश्व ने नोंध  ली है।।
माननीय श्री पी. एम. मोदीजी देश की रक्षा  और गरीबी नाबुदी के लीये परिश्रम कर रह है वह पुरे विश्व के लीये अंगुली निर्देश के समान है।।  https:// twitter.com/jahanvi_vyasbj p/status/1189235270899642368   …",0
"भैया जी किसी  भोसड़ी  बाले के चक्कर मे मत आओ 
आर्म्स लाइसेंस कुछ नही होता 
एक बढ़िया इंतजाम ले लो कही से 
ढीली ढाली शर्ट ले लो बाजार से 
कमर पर अपनी सुरक्षा बांध के चलो
खाओ पीओ चौड़े से  
जो  भोसड़ी  का उलझे 
निपटा दो उसे लौड़े से
समझे भैया
कानून के इंतज़ार में कमलेश भाई धोखा खा गए",1
"केंद्र  सरकार  ने जम्मू-कश्मीर और लद्दाख केंद्र शासित प्रदेश बनाकर देश को एकजुट करने वाले #SardarVallabhbhaiPatel  जी एवं कश्मीर के लिए शहादत देने वाले श्यामा प्रसाद मुखर्जी जी का सपना साकार किया है.एक देश, एक विधान और एक प्रधान का स्वप्न साकार होने पर देशवासियों को ढेरों शुभकामनाएं pic.twitter.com/JMnFGRpGnX",0
पाकिस्तान की  गांड  फट गई इसलिए नहीं दे रहा है उसको पता है कहीं हवाई हमला ना करते हैं ऊपर से,1
कोठे वाली  रंडी  भी एक मजदूर को मजदूरी करना सीखा रही हैं.....,1
मोदी  जी खुद के तो परिवार नहीं है जिसके है उसको तो जीने दो घर के अंदर सोना रखना गुनाह है क्या उस पर भी टैक्स मांग रहे हो देश की अर्थव्यवस्था खराब करने में लगे हुए हो जाने का टाइम आने वाला है तुम्हारा,0
"लड़का होशियार होगा तो 500
.
.
.
 चूतिया  होगा तो....0",1
"अब कांग्रेस नही है  मोदी  है, राहुल तुमसे मिलकर डोकलाम विवाद को हवा देते हैं, मणिशंकर पाकिस्तान में  मोदी  को हटाने की गुहार लगाते हैं लेकिन ये लोग भूल जाते हैं कि जनता  मोदी  के साथ है, कोई कुछ नहीं कर पाएगा",0
साथ मे आप भी रहेंगे गुप्ता जी और कोपागंज से ही हम आप लाइव रहेंगे जहा कहेंगे उसी घर से पूछा जाएगा ।।बताइये तारीख कब मिल रहे है ।।फिर दूध का दूध पानी का पानी हो जाये । गुप्ता जी हम अहिरभक्ति में लगे तो सैकड़ो लाभकारी योजना up में चालू हुई आप जिनके भक्ति में लगे है वो  चुतिया  बसबनाते,1
गांड  का अंधा और बेहरा आदमी    https:// twitter.com/ArvindKejriwal /status/1188451048916021248   …,1
सच्ची पत्रकारिता और  सरकार  का आइना  pic.twitter.com/nUaWZyEvhJ,0
  मोदी  से डायरेक्ट पूछ लो  https:// twitter.com/jafak7/status/ 1189882936264282112   …,0
मोदी  सरकार  ने व्हाट्सएप यूजर्स की इजराइली स्पाईवेयर से जासूसी मामले में मांगा जवाब news in hindi  http://www. palpalindia.com/2019/10/31/del hi-Modi-government-WhatsApp-users-Israeli-spyware-espionage-cases-sought-answers-news-in-hindi-294648.html   …,0
परेसान मत हो जो रोकने आए उसकी  गांड  डंडा कर देना हम आपके साथ हैं सरकार बहुत कुछ कहती है क्या उसकी हर बात मानते हैं नहीं तो यह क्यों,1
"ये कैसा ट्रेंड है यार, मे को भद्दा लगता है..! 
                       
             #पै_GAY_म्बर  
             #पैगम्बर_ मादरचोद _हे  

",1
चरैवेती चरैवेती। देश के चहुमखी विकास की ओर अग्रसर  सरकार  के साथ पूरा देश कंधे से कंधा मिलाकर खड़ा है।,0
"श्रीमान शिवराज जी हम सब को अच्छा लगता है प्रकृति का सौंदर्य देखना लेकिन दूसरी तरफ भोपाल शहर में कई हरे भरे पेड़ काटे जा रहे है।
आप ने उनके लिए अभी तक कुछ नहीं किया और आप की  सरकार  ने हो स्मार्ट सिटी के नाम पर टी टी नगर का हाल किया है वो जा कर देखिए।",0
आमजन की समस्या के निराकरण के लिए जिले में ‘#आपकी_ सरकार _आपके_द्वार ’ कार्यक्रम के तहत शिविर 2 नवम्बर 2019 को नरवर जनपद पंचायत के ग्राम मगरोनी में आयोजित किया जाएगा। शिविर में अधिकारी आमजन की समस्या का निराकरण करेंगे।,0
"महिलाएं Dtc बसों में मुफ्त में यात्रा करेगी-  केजरीवाल  

45 दिन पहले घाटे के कारण 80% Dtc बसों को बन्द कर दिया गया",0
"आपने भी  मोदी  जी एवं मोटा भाई की भांति अपने इस स्केच में चिचा द्वारा उत्पन्न #कश्मीर  समस्या को पूर्णतया सुलझा कर, समूचे राष्ट्र की एकता को उकेर कर रख दीया...",0
ये भोंसडी के भीमटे जब आजादी की लडाई लडनी थी तो अपनी अम्मा चुदा रहे थे  बहनचोद  बील में घुस गये थे डरपोक साले हम ब्राह्मण क्षत्रिय और सिख नहीं लडे होते आज भी तु किसी अंग्रेज की चढ्ढी धो रहा होता,1
मै गर्व से कहता हूं मेरा देश का प्रधानमंत्री नरेन्द्र  मोदी  जी को  बहुत बहुत धन्यवाद और छठ पूजा की ढेर सारे शुभ कामनाएं मै बिहार के नालंदा जिला से कुन्दन चंद्रवंशी (बिहार)  pic.twitter.com/MlNHxlEZtL,0
"भड़वे और  रंडी  यह सब लोगो को बुरे जरूर लग रहे होगे लेकिन यकीन मानिए हर हीरो हीरोइन इसी चीज को deserve करता है इन्ही शब्दो को और जिस दिन से लोग बेधड़क यह कहने लगेंगे उसी दिन से आज की युवा पीढ़ी के दिमाग से हीरो हीरोइन बनने का भूत उतरने लगेगा 
यह कोई गाली नही है मात्र हिंदी अर्थ है",1
"केजरीवाल  राजनीति करता नहीं, सिखाता है।",0
राजनीति का कलंक  केजरीवाल,0
"देख लिया
अब जाट की खाट

अरे  मोदी  को चाहे पूरा विश्व ऐवार्ड दे दे
पर भारतीय भाईलोग अपनी खाट नहीं छोड़ैंगे
दुनियाँ से,विकास से, 370से,गैस,मकान.....से कुछ मतलब नहीं
बस अपनी खाट से मतलब

देश जाय तेललेने

जय श्री महाकाल ",0
"स्लामिक और लोकतंत्र का फर्क पता है 
यहां लोग अपनी मर्ज़ी से जाते हैं 
कानून बनाव हिन्दू मजार पे नहीं जाएंगे 
लोकतंत्र में सरकार का काम होता है 
मुसलमानों मुसलमानों करने से रोटी मिल जाएगी लेकिन मुस्लिम इसमें में क्या कर सकता है भला बताओ  मोदी  जी",0
"3,4 साल से बीजेपी वाली फ़ाइल दबाए बैठे थे, 2018 में दिल्ली का बोस  केजरीवाल  कोर्ट से केस जीते हैं।
सभी को 5 साल मिलते हैं मगर दिल्ली को कुछ ही साल मिले।",0
बुराड़ी में आप पार्टी के विधायक @Sanjeev_aap  ने बतौर अरविंद  केजरीवाल  के सिपाही अपनी जिम्मेदारी का निर्वाहन किया है जिसका परिणाम यह अप्रत्याशित बदलाव है। Good Job संजीव भैया ।,0
भौंकने वाले भौंकते रहेंगे... पर दिल्ली में बहुत अच्छे काम हो रहे हैं... Well done अरविन्द  केजरीवाल  ज़ी,0
सुन  मोदी  तुने सामाजिक न्याय के पुरोधा लालु यादव @laluprasadrjd  को फँसाकर सही नहीं किया pic.twitter.com/CBQyuWLv1w,0
